,Country Name,Country Code,Year,GDP (current US$)
14565,Romania,ROU,2014,199713780259.318
14566,Russian Federation,RUS,2014,2059241582146.11
14567,Rwanda,RWA,2014,8239042500.28733
14568,South Asia,SAS,2014,2587787935996.42
14569,Saudi Arabia,SAU,2014,766605946720.427
14570,Sudan,SDN,2014,76818773784.7605
14571,Senegal,SEN,2014,19797253445.2673
14572,Singapore,SGP,2014,314863580758.455
14573,Solomon Islands,SLB,2014,1335571356.68714
14574,Sierra Leone,SLE,2014,5015180836.19495
14575,El Salvador,SLV,2014,22593470000.0
14576,San Marino,SMR,2014,1673910988.23529
14577,Somalia,SOM,2014,5024999991.72061
14578,Serbia,SRB,2014,47062202241.4378
14579,Sub-Saharan Africa (excluding high income),SSA,2014,1899461295889.25
14580,South Sudan,SSD,2014,13962212847.4576
14581,Sub-Saharan Africa,SSF,2014,1900848872303.11
14582,Small states,SST,2014,532806126587.156
14583,Sao Tome and Principe,STP,2014,346528329.183227
14584,Suriname,SUR,2014,5240606060.60606
14585,Slovak Republic,SVK,2014,101437045019.899
14586,Slovenia,SVN,2014,49997186439.0908
14587,Sweden,SWE,2014,581964017237.095
14588,Eswatini,SWZ,2014,4422986447.48958
14589,Sint Maarten (Dutch part),SXM,2014,1245251396.64804
14590,Seychelles,SYC,2014,1387576413.85839
14591,Syrian Arab Republic,SYR,2014,21502061462.2122
14592,Turks and Caicos Islands,TCA,2014,841070000.0
14593,Chad,TCD,2014,13940767222.1053
14594,East Asia & Pacific (IDA & IBRD countries),TEA,2014,12782174580093.7
14595,Europe & Central Asia (IDA & IBRD countries),TEC,2014,4643782927094.06
14596,Togo,TGO,2014,6217047648.63985
14597,Thailand,THA,2014,407339036017.221
14598,Tajikistan,TJK,2014,9112606074.51713
14599,Turkmenistan,TKM,2014,43524210526.3158
14600,Latin America & the Caribbean (IDA & IBRD countries),TLA,2014,6215504429530.98
14601,Timor-Leste,TLS,2014,1447310400.0
14602,Middle East & North Africa (IDA & IBRD countries),TMN,2014,1586867031724.61
14603,Tonga,TON,2014,439877675.693345
14604,South Asia (IDA & IBRD),TSA,2014,2587787935996.42
14605,Sub-Saharan Africa (IDA & IBRD countries),TSS,2014,1900848872303.11
14606,Trinidad and Tobago,TTO,2014,29489012806.8905
14607,Tunisia,TUN,2014,50271812920.612
14608,Turkiye,TUR,2014,938934430070.659
14609,Tuvalu,TUV,2014,38760972.4230315
14610,Tanzania,TZA,2014,49964825081.1078
14611,Uganda,UGA,2014,32612397253.2395
14612,Ukraine,UKR,2014,133503867181.971
14613,Upper middle income,UMC,2014,21825453186268.7
14614,Uruguay,URY,2014,61496186973.902
14615,United States,USA,2014,17550680174000.0
14616,Uzbekistan,UZB,2014,80845385816.2062
14617,St. Vincent and the Grenadines,VCT,2014,770901436.441118
14618,"Venezuela, RB",VEN,2014,482359318767.703
14620,Virgin Islands (U.S.),VIR,2014,3565000000.0
14621,Vietnam,VNM,2014,233451484773.974
14622,Vanuatu,VUT,2014,772315986.470477
14623,World,WLD,2014,79756517210010.9
14624,Samoa,WSM,2014,796683672.75348
14625,Kosovo,XKX,2014,7074392884.04507
14626,"Yemen, Rep.",YEM,2014,43228585321.3272
14627,South Africa,ZAF,2014,381198869776.106
14628,Zambia,ZMB,2014,27141023558.0829
14629,Zimbabwe,ZWE,2014,19495519600.0
14630,Aruba,ABW,2015,2963128491.62011
14631,Africa Eastern and Southern,AFE,2015,927348469903.115
14632,Afghanistan,AFG,2015,19998143635.873
14633,Africa Western and Central,AFW,2015,768644740597.116
14634,Angola,AGO,2015,87219300384.5072
14635,Albania,ALB,2015,11386853143.152
14636,Andorra,AND,2015,2789881258.60547
14637,Arab World,ARB,2015,2554156134622.59
14638,United Arab Emirates,ARE,2015,370275469571.137
14639,Argentina,ARG,2015,594749285413.212
14640,Armenia,ARM,2015,10553337527.7745
14641,American Samoa,ASM,2015,673000000.0
14642,Antigua and Barbuda,ATG,2015,1336692592.59259
14643,Australia,AUS,2015,1350580336316.75
14644,Austria,AUT,2015,381971148530.543
14645,Azerbaijan,AZE,2015,53076244754.5037
14646,Burundi,BDI,2015,3104003545.60675
14647,Belgium,BEL,2015,462335574841.484
14648,Benin,BEN,2015,11388160997.1088
14649,Burkina Faso,BFA,2015,11832159315.9778
14650,Bangladesh,BGD,2015,195078574089.067
14651,Bulgaria,BGR,2015,50828088835.9428
14652,Bahrain,BHR,2015,31050638297.8723
14653,"Bahamas, The",BHS,2015,11672900000.0
14654,Bosnia and Herzegovina,BIH,2015,16404352155.614
14655,Belarus,BLR,2015,56454895054.6555
14656,Belize,BLZ,2015,2210500000.0
14657,Bermuda,BMU,2015,6654541000.0
14658,Bolivia,BOL,2015,33000198248.9146
14659,Brazil,BRA,2015,1802211999555.59
14660,Barbados,BRB,2015,4724691200.0
14661,Brunei Darussalam,BRN,2015,12930292949.4216
14662,Bhutan,BTN,2015,2003596824.31099
14663,Botswana,BWA,2015,13530749289.7861
14664,Central African Republic,CAF,2015,1695825714.2427
14665,Canada,CAN,2015,1556508816217.14
14666,Central Europe and the Baltics,CEB,2015,1293370353419.53
14667,Switzerland,CHE,2015,694118186379.628
14669,Chile,CHL,2015,242496655711.515
14670,China,CHN,2015,11061573199439.7
14671,Cote d'Ivoire,CIV,2015,45815005170.6127
14672,Cameroon,CMR,2015,32210233021.5735
14673,"Congo, Dem. Rep.",COD,2015,37917706485.5896
14674,"Congo, Rep.",COG,2015,11890259176.6829
14675,Colombia,COL,2015,293492370228.847
14676,Comoros,COM,2015,966029599.801322
14677,Cabo Verde,CPV,2015,1749857628.40716
14678,Costa Rica,CRI,2015,56441920823.7632
14679,Caribbean small states,CSS,2015,75480329446.9463
14680,Cuba,CUB,2015,87133000000.0
14681,Curacao,CUW,2015,3042737430.1676
14682,Cayman Islands,CYM,2015,4708167255.28727
14683,Cyprus,CYP,2015,19909269064.8473
14684,Czechia,CZE,2015,188033050459.881
14685,Germany,DEU,2015,3357585719351.56
14686,Djibouti,DJI,2015,2424391785.43897
14687,Dominica,DMA,2015,540737037.037037
14688,Denmark,DNK,2015,302673070846.857
14689,Dominican Republic,DOM,2015,71164826719.5026
14690,Algeria,DZA,2015,165979224316.667
14691,East Asia & Pacific (excluding high income),EAP,2015,13326936591373.3
14692,Early-demographic dividend,EAR,2015,10147533368060.6
14693,East Asia & Pacific,EAS,2015,21997190975438.6
14694,Europe & Central Asia (excluding high income),ECA,2015,2921688285552.26
14695,Europe & Central Asia,ECS,2015,20487299241754.5
14696,Ecuador,ECU,2015,99290381000.0
14697,"Egypt, Arab Rep.",EGY,2015,329366576819.407
14698,Euro area,EMU,2015,11675505777208.6
14700,Spain,ESP,2015,1196156971279.69
14701,Estonia,EST,2015,22890762090.1508
14702,Ethiopia,ETH,2015,64589329344.6937
14703,European Union,EUU,2015,13553055207692.0
14704,Fragile and conflict affected situations,FCS,2015,1658615485489.46
14705,Finland,FIN,2015,234534382384.766
14706,Fiji,FJI,2015,4682480303.97469
14707,France,FRA,2015,2439188643162.5
14708,Faroe Islands,FRO,2015,2573906035.59584
14709,"Micronesia, Fed. Sts.",FSM,2015,316489900.0
14710,Gabon,GAB,2015,14383107763.1182
14711,United Kingdom,GBR,2015,2934857946213.47
14712,Georgia,GEO,2015,14953675992.6704
14713,Ghana,GHA,2015,49406014245.4296
14715,Guinea,GIN,2015,8794202394.72245
14716,"Gambia, The",GMB,2015,1378176605.93705
14717,Guinea-Bissau,GNB,2015,1048229632.99726
14718,Equatorial Guinea,GNQ,2015,13185496881.4052
14719,Greece,GRC,2015,195683527003.375
14720,Grenada,GRD,2015,997007407.407407
14721,Greenland,GRL,2015,2499113085.48255
14722,Guatemala,GTM,2015,62186064718.7424
14723,Guam,GUM,2015,5799000000.0
14724,Guyana,GUY,2015,4279840193.7046
14725,High income,HIC,2015,48273634988451.5
14726,"Hong Kong SAR, China",HKG,2015,309385622601.348
14727,Honduras,HND,2015,20979791685.416
14728,Heavily indebted poor countries (HIPC),HPC,2015,698814203077.249
14729,Croatia,HRV,2015,50742086222.907
14730,Haiti,HTI,2015,14849629407.9546
14731,Hungary,HUN,2015,125174166987.372
14732,IBRD only,IBD,2015,25774291128877.2
14733,IDA & IBRD total,IBT,2015,27922343491136.9
14734,IDA total,IDA,2015,2146720272494.66
14735,IDA blend,IDB,2015,1017844957897.42
14736,Indonesia,IDN,2015,860854232717.853
14737,IDA only,IDX,2015,1128875314597.24
14738,Isle of Man,IMN,2015,7084795708.26863
14739,India,IND,2015,2103588347241.77
14741,Ireland,IRL,2015,291775166506.891
14742,"Iran, Islamic Rep.",IRN,2015,408212917871.725
14743,Iraq,IRQ,2015,166774104911.48
14744,Iceland,ISL,2015,17517210519.0912
14745,Israel,ISR,2015,303414276832.04
14746,Italy,ITA,2015,1836637711060.55
14747,Jamaica,JAM,2015,14188938780.5039
14748,Jordan,JOR,2015,38587017887.3239
14749,Japan,JPN,2015,4444930651964.18
14750,Kazakhstan,KAZ,2015,184388404428.843
14751,Kenya,KEN,2015,70120446663.6256
14752,Kyrgyz Republic,KGZ,2015,6678177483.42949
14753,Cambodia,KHM,2015,18049954289.4229
14754,Kiribati,KIR,2015,170292283.246013
14755,St. Kitts and Nevis,KNA,2015,957037037.037037
14756,"Korea, Rep.",KOR,2015,1465773245547.15
14757,Kuwait,KWT,2015,114585567439.674
14758,Latin America & Caribbean (excluding high income),LAC,2015,4595236035713.86
14759,Lao PDR,LAO,2015,14426381187.0894
14760,Lebanon,LBN,2015,49929337837.0813
14761,Liberia,LBR,2015,3227075700.0
14762,Libya,LBY,2015,48717506272.6981
14763,St. Lucia,LCA,2015,1807222222.22222
14764,Latin America & Caribbean,LCN,2015,5376540613253.84
14765,Least developed countries: UN classification,LDC,2015,954995951520.475
14766,Low income,LIC,2015,449577756120.781
14767,Liechtenstein,LIE,2015,6268513139.70288
14768,Sri Lanka,LKA,2015,85140955516.7505
14769,Lower middle income,LMC,2015,5716557622624.56
14770,Low & middle income,LMY,2015,26681765753333.8
14771,Lesotho,LSO,2015,2359754087.58169
14772,Late-demographic dividend,LTE,2015,18549854155934.1
14773,Lithuania,LTU,2015,41435533340.3883
14774,Luxembourg,LUX,2015,60071584216.1375
14775,Latvia,LVA,2015,27263090547.0617
14776,"Macao SAR, China",MAC,2015,45048188247.6458
14778,Morocco,MAR,2015,110413820681.034
14779,Monaco,MCO,2015,6261646949.53125
14780,Moldova,MDA,2015,7798692878.40136
14781,Madagascar,MDG,2015,11323020699.9128
14782,Maldives,MDV,2015,4109416450.22514
14783,Middle East & North Africa,MEA,2015,3179422230864.32
14784,Mexico,MEX,2015,1171870072962.76
14785,Marshall Islands,MHL,2015,182997300.0
14786,Middle income,MIC,2015,26235141991923.6
14787,North Macedonia,MKD,2015,10064519962.5655
14788,Mali,MLI,2015,13104764378.7114
14789,Malta,MLT,2015,11091467513.7109
14790,Myanmar,MMR,2015,63045306513.9317
14791,Middle East & North Africa (excluding high income),MNA,2015,1439069681066.11
14792,Montenegro,MNE,2015,4054728172.94375
14793,Mongolia,MNG,2015,11619892592.6599
14794,Northern Mariana Islands,MNP,2015,910000000.0
14795,Mozambique,MOZ,2015,15950979333.1582
14796,Mauritania,MRT,2015,6166863960.00061
14797,Mauritius,MUS,2015,12007291045.6489
14798,Malawi,MWI,2015,9219474373.16418
14799,Malaysia,MYS,2015,301354783698.72
14800,North America,NAC,2015,19769184098217.1
14801,Namibia,NAM,2015,11335161230.1608
14802,New Caledonia,NCL,2015,8738203041.54697
14803,Niger,NER,2015,9683867926.72766
14804,Nigeria,NGA,2015,493026782401.561
14805,Nicaragua,NIC,2015,12756722238.3709
14806,Netherlands,NLD,2015,765572770634.375
14807,Norway,NOR,2015,388159512245.53
14808,Nepal,NPL,2015,24360801338.0543
14809,Nauru,NRU,2015,84863407.8650093
14810,New Zealand,NZL,2015,178064471137.921
14811,OECD members,OED,2015,47411160772825.3
14812,Oman,OMN,2015,78710793237.9714
14813,Other small states,OSS,2015,370450170724.575
14814,Pakistan,PAK,2015,270556104886.456
14815,Panama,PAN,2015,54091800000.0
14816,Peru,PER,2015,189802961890.097
14817,Philippines,PHL,2015,306445871631.969
14818,Palau,PLW,2015,280457700.0
14819,Papua New Guinea,PNG,2015,21723439625.73
14820,Poland,POL,2015,477111287969.227
14821,Pre-demographic dividend,PRE,2015,1334011121882.86
14822,Puerto Rico,PRI,2015,103375500000.0
14824,Portugal,PRT,2015,199394066525.44
14825,Paraguay,PRY,2015,36211372646.38
14826,West Bank and Gaza,PSE,2015,13972400000.0
14827,Pacific island small states,PSS,2015,9054327014.3613
14828,Post-demographic dividend,PST,2015,44585851713476.0
14829,French Polynesia,PYF,2015,5325846341.7909
14830,Qatar,QAT,2015,161739955576.923
14831,Romania,ROU,2015,177883897811.434
14832,Russian Federation,RUS,2015,1363482179761.17
14833,Rwanda,RWA,2015,8543869360.36164
14834,South Asia,SAS,2015,2704835939982.51
14835,Saudi Arabia,SAU,2015,669484381328.891
14836,Sudan,SDN,2015,84984672415.9401
14837,Senegal,SEN,2015,17774766696.6987
14838,Singapore,SGP,2015,307998545269.398
14839,Solomon Islands,SLB,2015,1307909891.29375
14840,Sierra Leone,SLE,2015,4252029353.82191
14841,El Salvador,SLV,2015,23438240000.0
14842,San Marino,SMR,2015,1419400403.82339
14843,Somalia,SOM,2015,5335000000.0
14844,Serbia,SRB,2015,39655949731.3816
14845,Sub-Saharan Africa (excluding high income),SSA,2015,1694601782532.9
14846,South Sudan,SSD,2015,11997800760.2242
14847,Sub-Saharan Africa,SSF,2015,1695993210500.23
14848,Small states,SST,2015,454984827185.882
14849,Sao Tome and Principe,STP,2015,316066072.343754
14850,Suriname,SUR,2015,5126238146.34146
14851,Slovak Republic,SVK,2015,88900883130.8374
14852,Slovenia,SVN,2015,43107506024.3254
14853,Sweden,SWE,2015,505103781349.757
14854,Eswatini,SWZ,2015,4063245671.29285
14855,Sint Maarten (Dutch part),SXM,2015,1253072625.69832
14856,Seychelles,SYC,2015,1391427967.33495
14857,Syrian Arab Republic,SYR,2015,16468399180.3822
14858,Turks and Caicos Islands,TCA,2015,942070000.0
14859,Chad,TCD,2015,10950392257.2764
14860,East Asia & Pacific (IDA & IBRD countries),TEA,2015,13310296419270.8
14861,Europe & Central Asia (IDA & IBRD countries),TEC,2015,3627425557555.83
14862,Togo,TGO,2015,5681469374.10362
14863,Thailand,THA,2015,401296242133.903
14864,Tajikistan,TJK,2015,8271431932.43678
14865,Turkmenistan,TKM,2015,35799714285.7143
14866,Latin America & the Caribbean (IDA & IBRD countries),TLA,2015,5148471978658.52
14867,Timor-Leste,TLS,2015,1594447600.0
14868,Middle East & North Africa (IDA & IBRD countries),TMN,2015,1425097281066.11
14869,Tonga,TON,2015,437003006.744784
14870,South Asia (IDA & IBRD),TSA,2015,2704835939982.51
14871,Sub-Saharan Africa (IDA & IBRD countries),TSS,2015,1695993210500.23
14872,Trinidad and Tobago,TTO,2015,26851970249.3032
14873,Tunisia,TUN,2015,45779494041.9295
14874,Turkiye,TUR,2015,864313960482.343
14875,Tuvalu,TUV,2015,36811928.82414
14876,Tanzania,TZA,2015,47378603783.6471
14877,Uganda,UGA,2015,32387183733.0207
14878,Ukraine,UKR,2015,91030968761.4155
14879,Upper middle income,UMC,2015,20518584369299.0
14880,Uruguay,URY,2015,57680328702.241
14881,United States,USA,2015,18206020741000.0
14882,Uzbekistan,UZB,2015,86196264741.9423
14883,St. Vincent and the Grenadines,VCT,2015,786554580.796867
14886,Virgin Islands (U.S.),VIR,2015,3663000000.0
14887,Vietnam,VNM,2015,239258340825.533
14888,Vanuatu,VUT,2015,730870805.20235
14889,World,WLD,2015,75215062596594.9
14890,Samoa,WSM,2015,824150487.210566
14891,Kosovo,XKX,2015,6295845465.35898
14892,"Yemen, Rep.",YEM,2015,42444489460.9387
14893,South Africa,ZAF,2015,346709790458.563
14894,Zambia,ZMB,2015,21251216798.7762
14895,Zimbabwe,ZWE,2015,19963120600.0
14896,Aruba,ABW,2016,2983798882.68156
14897,Africa Eastern and Southern,AFE,2016,885176429223.509
14898,Afghanistan,AFG,2016,18019554403.4503
14899,Africa Western and Central,AFW,2016,691363412188.46
14900,Angola,AGO,2016,49840491178.1518
14901,Albania,ALB,2016,11861199830.8396
14902,Andorra,AND,2016,2896610479.86779
14903,Arab World,ARB,2016,2537536661584.81
14904,United Arab Emirates,ARE,2016,369255326235.534
14905,Argentina,ARG,2016,557532317363.451
14906,Armenia,ARM,2016,10546136240.3952
14907,American Samoa,ASM,2016,671000000.0
14908,Antigua and Barbuda,ATG,2016,1436585185.18519
14909,Australia,AUS,2016,1206562910556.58
14910,Austria,AUT,2016,395837353031.51
14911,Azerbaijan,AZE,2016,37867007022.7844
14912,Burundi,BDI,2016,2644487777.23693
14913,Belgium,BEL,2016,476062757356.94
14914,Benin,BEN,2016,11821065852.127
14915,Burkina Faso,BFA,2016,12833363043.9719
14916,Bangladesh,BGD,2016,265236389198.948
14917,Bulgaria,BGR,2016,53987487124.3421
14918,Bahrain,BHR,2016,32234973404.2553
14919,"Bahamas, The",BHS,2016,11750800000.0
14920,Bosnia and Herzegovina,BIH,2016,17116926092.3905
14921,Belarus,BLR,2016,47723549319.0842
14922,Belize,BLZ,2016,2258500000.0
14923,Bermuda,BMU,2016,6899911000.0
14924,Bolivia,BOL,2016,33941126193.9219
14925,Brazil,BRA,2016,1795693265824.27
14926,Barbados,BRB,2016,4832811750.0
14927,Brunei Darussalam,BRN,2016,11400467372.4943
14928,Bhutan,BTN,2016,2158971717.50418
14929,Botswana,BWA,2016,15082636722.856
14930,Central African Republic,CAF,2016,1825018144.46187
14931,Canada,CAN,2016,1527994741907.43
14932,Central Europe and the Baltics,CEB,2016,1316495750803.65
14933,Switzerland,CHE,2016,687895460902.713
14934,Channel Islands,CHI,2016,9511207129.35458
14935,Chile,CHL,2016,249298706449.182
14936,China,CHN,2016,11233314018690.1
14937,Cote d'Ivoire,CIV,2016,48407761031.6758
14938,Cameroon,CMR,2016,33814337040.7804
14939,"Congo, Dem. Rep.",COD,2016,37134801548.836
14940,"Congo, Rep.",COG,2016,10219341017.1383
14941,Colombia,COL,2016,282720100286.228
14942,Comoros,COM,2016,1012835492.51585
14943,Cabo Verde,CPV,2016,1849789992.74328
14944,Costa Rica,CRI,2016,58847019584.9144
14945,Caribbean small states,CSS,2016,70977854236.847
14946,Cuba,CUB,2016,91370000000.0
14947,Curacao,CUW,2016,3014748603.35196
14948,Cayman Islands,CYM,2016,4909322200.00212
14949,Cyprus,CYP,2016,21046452117.3765
14950,Czechia,CZE,2016,196272068576.338
14951,Germany,DEU,2016,3469853463945.63
14952,Djibouti,DJI,2016,2604955228.70117
14953,Dominica,DMA,2016,576229629.62963
14954,Denmark,DNK,2016,313115929314.339
14955,Dominican Republic,DOM,2016,75704647977.2591
14956,Algeria,DZA,2016,160034212613.438
14957,East Asia & Pacific (excluding high income),EAP,2016,13611836958159.3
14958,Early-demographic dividend,EAR,2016,10480129806000.4
14959,East Asia & Pacific,EAS,2016,22772302203840.8
14960,Europe & Central Asia (excluding high income),ECA,2016,2777867803805.59
14961,Europe & Central Asia,ECS,2016,20419509740630.1
14962,Ecuador,ECU,2016,99937696000.0
14963,"Egypt, Arab Rep.",EGY,2016,332441717791.411
14964,Euro area,EMU,2016,11973696253892.8
14966,Spain,ESP,2016,1233554967011.71
14967,Estonia,EST,2016,24072829276.775
14968,Ethiopia,ETH,2016,74296745599.0048
14969,European Union,EUU,2016,13889039447069.8
14970,Fragile and conflict affected situations,FCS,2016,1554854673356.3
14971,Finland,FIN,2016,240771351298.84
14972,Fiji,FJI,2016,4930213787.50451
14973,France,FRA,2016,2472964344587.23
14974,Faroe Islands,FRO,2016,2813278761.27524
14975,"Micronesia, Fed. Sts.",FSM,2016,332265200.0
14976,Gabon,GAB,2016,14023890263.875
14977,United Kingdom,GBR,2016,2699659680997.2
14978,Georgia,GEO,2016,15141598622.5692
14979,Ghana,GHA,2016,56164933479.4044
14981,Guinea,GIN,2016,8595955600.7877
14982,"Gambia, The",GMB,2016,1484578897.15783
14983,Guinea-Bissau,GNB,2016,1179004911.26075
14984,Equatorial Guinea,GNQ,2016,11240808846.6924
14985,Greece,GRC,2016,193148146586.938
14986,Grenada,GRD,2016,1061640740.74074
14987,Greenland,GRL,2016,2707146783.13056
14988,Guatemala,GTM,2016,66053402744.7267
14989,Guam,GUM,2016,5901000000.0
14990,Guyana,GUY,2016,4482697336.56174
14991,High income,HIC,2016,49306277527564.3
14992,"Hong Kong SAR, China",HKG,2016,320860317562.562
14993,Honduras,HND,2016,21717604580.8627
14994,Heavily indebted poor countries (HIPC),HPC,2016,731974952060.25
14995,Croatia,HRV,2016,52391038979.0338
14996,Haiti,HTI,2016,14069277532.4999
14997,Hungary,HUN,2016,128609822750.039
14998,IBRD only,IBD,2016,25972093023068.7
14999,IDA & IBRD total,IBT,2016,28162575334751.8
15000,IDA total,IDA,2016,2188895718882.44
15001,IDA blend,IDB,2016,977321951410.728
15002,Indonesia,IDN,2016,931877364033.902
15003,IDA only,IDX,2016,1211573767471.71
15004,Isle of Man,IMN,2016,6846373276.62067
15005,India,IND,2016,2294796889945.04
15007,Ireland,IRL,2016,299091127524.513
15008,"Iran, Islamic Rep.",IRN,2016,457954614595.24
15009,Iraq,IRQ,2016,166602488747.885
15010,Iceland,ISL,2016,20793168030.9524
15011,Israel,ISR,2016,322102790386.835
15012,Italy,ITA,2016,1877071687633.83
15013,Jamaica,JAM,2016,14077105502.9175
15014,Jordan,JOR,2016,39892551126.7606
15015,Japan,JPN,2016,5003677627544.24
15016,Kazakhstan,KAZ,2016,137278320084.171
15017,Kenya,KEN,2016,74815143796.3978
15018,Kyrgyz Republic,KGZ,2016,6813095396.14317
15019,Cambodia,KHM,2016,20016747858.3122
15020,Kiribati,KIR,2016,178507958.050329
15021,St. Kitts and Nevis,KNA,2016,1008100000.0
15022,"Korea, Rep.",KOR,2016,1500111596236.37
15023,Kuwait,KWT,2016,109406169162.833
15024,Latin America & Caribbean (excluding high income),LAC,2016,4465515336167.3
15025,Lao PDR,LAO,2016,15912495368.8717
15026,Lebanon,LBN,2016,51147308773.9304
15027,Liberia,LBR,2016,3398419600.0
15028,Libya,LBY,2016,49912085228.3487
15029,St. Lucia,LCA,2016,1865444444.44444
15030,Latin America & Caribbean,LCN,2016,5249746391043.57
15031,Least developed countries: UN classification,LDC,2016,990949126516.125
15032,Low income,LIC,2016,444439642488.111
15033,Liechtenstein,LIE,2016,6237299538.02934
15034,Sri Lanka,LKA,2016,88012281909.7522
15035,Lower middle income,LMC,2016,5997917461749.4
15036,Low & middle income,LMY,2016,26916084709959.3
15037,Lesotho,LSO,2016,2114426468.65681
15038,Late-demographic dividend,LTE,2016,18593432462844.9
15039,Lithuania,LTU,2016,43047309305.7375
15040,Luxembourg,LUX,2016,62216885435.9505
15041,Latvia,LVA,2016,28083597512.4849
15042,"Macao SAR, China",MAC,2016,45070807279.6288
15044,Morocco,MAR,2016,111572946646.535
15045,Monaco,MCO,2016,6472837332.95721
15046,Moldova,MDA,2016,7982450758.03213
15047,Madagascar,MDG,2016,11848613859.5279
15048,Maldives,MDV,2016,4379134272.943
15049,Middle East & North Africa,MEA,2016,3213372950118.37
15050,Mexico,MEX,2016,1078493059306.95
15051,Marshall Islands,MHL,2016,200716000.0
15052,Middle income,MIC,2016,26474239454559.9
15053,North Macedonia,MKD,2016,10672467073.2873
15054,Mali,MLI,2016,14026048334.2131
15055,Malta,MLT,2016,11667976402.763
15056,Myanmar,MMR,2016,60291738934.7768
15057,Middle East & North Africa (excluding high income),MNA,2016,1475844914342.24
15058,Montenegro,MNE,2016,4376929571.63114
15059,Mongolia,MNG,2016,11181350649.2247
15060,Northern Mariana Islands,MNP,2016,1230000000.0
15061,Mozambique,MOZ,2016,11936993086.9579
15062,Mauritania,MRT,2016,6398741855.76276
15063,Mauritius,MUS,2016,12594155346.298
15064,Malawi,MWI,2016,7909868618.46366
15065,Malaysia,MYS,2016,301255332137.075
15066,North America,NAC,2016,20230005494907.4
15067,Namibia,NAM,2016,10722018975.0783
15068,New Caledonia,NCL,2016,8724568970.67697
15069,Niger,NER,2016,10398861980.6524
15070,Nigeria,NGA,2016,404649048648.026
15071,Nicaragua,NIC,2016,13286066154.9603
15072,Netherlands,NLD,2016,784060430240.101
15073,Norway,NOR,2016,370956547619.048
15074,Nepal,NPL,2016,24524109484.7453
15075,Nauru,NRU,2016,97541914.5833045
15076,New Zealand,NZL,2016,188838342527.975
15077,OECD members,OED,2016,48327404425594.2
15078,Oman,OMN,2016,75128738621.5865
15079,Other small states,OSS,2016,366511615959.013
15080,Pakistan,PAK,2016,313629998960.445
15081,Panama,PAN,2016,57907700000.0
15082,Peru,PER,2016,191898127860.843
15083,Philippines,PHL,2016,318627003965.989
15084,Palau,PLW,2016,298300000.0
15085,Papua New Guinea,PNG,2016,20758874952.5805
15086,Poland,POL,2016,470024559638.496
15087,Pre-demographic dividend,PRE,2016,1217513931539.13
15088,Puerto Rico,PRI,2016,104336700000.0
15090,Portugal,PRT,2016,206426152308.937
15091,Paraguay,PRY,2016,36089550671.834
15092,West Bank and Gaza,PSE,2016,15405400000.0
15093,Pacific island small states,PSS,2016,9504027364.77267
15094,Post-demographic dividend,PST,2016,45593085156267.7
15095,French Polynesia,PYF,2016,5497036486.74487
15096,Qatar,QAT,2016,151732181868.132
15097,Romania,ROU,2016,185287615324.922
15098,Russian Federation,RUS,2016,1276786344534.27
15099,Rwanda,RWA,2016,8695318854.11055
15100,South Asia,SAS,2016,3010757329892.83
15101,Saudi Arabia,SAU,2016,665999879694.192
15102,Sudan,SDN,2016,102943515502.994
15103,Senegal,SEN,2016,19040312331.1615
15104,Singapore,SGP,2016,319029973659.293
15105,Solomon Islands,SLB,2016,1379490315.02286
15106,Sierra Leone,SLE,2016,3862721204.61052
15107,El Salvador,SLV,2016,24191430000.0
15108,San Marino,SMR,2016,1468342430.68836
15109,Somalia,SOM,2016,5534000000.0
15110,Serbia,SRB,2016,40692661657.284
15111,Sub-Saharan Africa (excluding high income),SSA,2016,1575080887302.15
15113,Sub-Saharan Africa,SSF,2016,1576539841411.97
15114,Small states,SST,2016,446993497560.632
15115,Sao Tome and Principe,STP,2016,345495614.979982
15116,Suriname,SUR,2016,3317421499.77314
15117,Slovak Republic,SVK,2016,89952699524.8965
15118,Slovenia,SVN,2016,44766722790.5838
15119,Sweden,SWE,2016,515654671469.547
15120,Eswatini,SWZ,2016,3816019222.86268
15121,Sint Maarten (Dutch part),SXM,2016,1263687150.83799
15122,Seychelles,SYC,2016,1458954109.81959
15123,Syrian Arab Republic,SYR,2016,12598742886.9368
15124,Turks and Caicos Islands,TCA,2016,1032452000.0
15125,Chad,TCD,2016,10097778097.0969
15126,East Asia & Pacific (IDA & IBRD countries),TEA,2016,13594851920373.4
15127,Europe & Central Asia (IDA & IBRD countries),TEC,2016,3485571017748.04
15128,Togo,TGO,2016,6031632014.86013
15129,Thailand,THA,2016,413366345843.744
15130,Tajikistan,TJK,2016,6992416096.89018
15131,Turkmenistan,TKM,2016,36169428571.4286
15132,Latin America & the Caribbean (IDA & IBRD countries),TLA,2016,5015399889886.8
15133,Timor-Leste,TLS,2016,1650619400.0
15134,Middle East & North Africa (IDA & IBRD countries),TMN,2016,1460439514342.24
15135,Tonga,TON,2016,420548768.072805
15136,South Asia (IDA & IBRD),TSA,2016,3010757329892.83
15137,Sub-Saharan Africa (IDA & IBRD countries),TSS,2016,1576539841411.97
15138,Trinidad and Tobago,TTO,2016,23496215880.5212
15139,Tunisia,TUN,2016,44360065796.6202
15140,Turkiye,TUR,2016,869682954136.208
15141,Tuvalu,TUV,2016,41629064.9653416
